latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
19.578207,101.451294,984.0,25200,Asia/Bangkok,GMT+7

time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),relative_humidity_2m_max (%),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),visibility_mean (undefined),visibility_min (undefined),visibility_max (undefined),winddirection_10m_dominant (°),wind_speed_10m_mean (km/h),wind_speed_10m_min (km/h),vapour_pressure_deficit_max (kPa)
2019-01-01,3,14.4,18.9,10.4,0.00,9.2,119,65,100,11,87,68,100,910.0,912.8,908.5,NaN,NaN,NaN,119,5.7,2.9,0.71
2019-01-02,3,15.2,20.7,9.9,0.00,9.2,61,66,100,3,81,61,100,909.8,912.3,908.0,NaN,NaN,NaN,61,5.5,1.9,0.96
2019-01-03,3,16.4,21.9,10.8,0.00,8.2,49,77,98,24,74,51,95,909.8,912.7,907.9,NaN,NaN,NaN,49,4.6,1.8,1.29
2019-01-04,3,17.4,22.9,13.3,0.00,10.5,138,84,100,27,76,60,89,909.2,912.3,907.3,NaN,NaN,NaN,138,5.2,2.5,1.13
2019-01-05,51,19.1,23.8,15.6,0.40,7.6,130,95,100,78,78,59,89,908.9,911.7,907.6,NaN,NaN,NaN,130,4.4,1.1,1.22
2019-01-06,55,18.9,22.6,15.8,2.60,8.6,159,69,100,25,88,72,96,908.5,910.9,907.0,NaN,NaN,NaN,159,5.3,2.3,0.77
2019-01-07,63,19.2,22.4,16.9,6.30,11.4,162,60,100,14,88,74,99,907.4,910.1,906.1,NaN,NaN,NaN,162,6.2,3.1,0.72
2019-01-08,61,17.3,19.0,16.0,11.30,18.3,167,94,100,71,95,81,100,905.8,907.2,904.0,NaN,NaN,NaN,167,11.7,1.6,0.41
2019-01-09,65,17.3,20.1,15.5,24.10,13.7,164,82,100,35,95,84,100,906.5,908.7,905.1,NaN,NaN,NaN,164,8.0,1.3,0.38
2019-01-10,53,17.8,20.8,15.6,3.30,9.1,171,69,100,6,95,83,100,906.4,908.7,905.3,NaN,NaN,NaN,171,6.9,3.1,0.42
2019-01-11,63,18.4,21.5,15.6,5.80,9.8,207,54,99,14,91,83,99,906.8,909.8,905.0,NaN,NaN,NaN,207,3.6,0.4,0.43
2019-01-12,53,19.0,22.9,16.0,1.40,7.2,202,83,100,17,87,69,98,907.0,910.0,905.0,NaN,NaN,NaN,202,4.1,1.1,0.88
2019-01-13,51,19.9,24.7,15.8,0.60,6.6,235,30,74,1,81,59,95,906.9,909.9,905.0,NaN,NaN,NaN,235,3.4,0.0,1.27
2019-01-14,53,19.0,23.3,14.8,3.10,10.0,182,29,66,0,82,71,93,905.1,908.1,903.1,NaN,NaN,NaN,182,5.4,1.1,0.83
2019-01-15,51,18.7,21.8,16.9,0.50,14.8,171,51,98,7,81,65,92,905.0,908.0,903.2,NaN,NaN,NaN,171,10.2,4.7,0.92
2019-01-16,61,17.5,19.6,16.2,8.60,13.6,169,54,100,4,91,77,100,905.9,908.3,904.2,NaN,NaN,NaN,169,7.5,1.6,0.53
2019-01-17,53,16.5,19.9,13.9,2.50,10.1,100,69,100,3,92,79,100,906.9,909.6,904.7,NaN,NaN,NaN,100,6.0,3.0,0.49
2019-01-18,3,16.3,20.6,12.5,0.00,13.0,153,27,100,2,83,63,100,906.8,910.0,905.1,NaN,NaN,NaN,153,7.5,2.9,0.89
2019-01-19,51,17.6,22.4,13.5,0.20,10.4,184,13,43,1,76,57,91,906.2,909.1,904.5,NaN,NaN,NaN,184,6.6,2.1,1.16
